Image_ID,Title,Author,Medium,Date,Location,Provenance,Theme,Category,Classification,Descriptors,Symbols,Features,Scene,Face_position,Objects,Gestures,Physiognomy,Physiognomy_Image,Donor,Inscription,Dimensions (Px),Mode (RGB/L/CMYK),File_Size (KB),Mean_Contrast,Afro_Presence,VLM_Detection,Accepted_Tokens,Bias_Deviation,Link,Image_source,
11222,Familia Washington,Edward Savage,Grabado,1780,"Dallas Museum of Art (Dallas), Charleston, Estados Unidos","Dallas, Estados Unidos",Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Cortinaje, Esclavo, Globo Terraqueo, Mapa / plano, Mesa, Sombrero, Telas, Tintero y pluma","Árbol, Columna, Esfera / mundo, Flores, Instrumentos científicos","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / interior - paisaje,Rostro 3/4,Abanico,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Inscripción,800x654,RGB,102.1,71.06,,,,,https://arca.uniandes.edu.co/obras/11222,https://dma.org/art/collection,
13261,Traje de una señora de La Plata para ir a la Iglesia,Anónimo,Óleo sobre tela,1700–1799,"Colección T. Crombie, Londres, Reino Unido","Sucre, Bolivia","Castas,  pintura de",Paisaje,"Temas seculares, Castas, Casta por razas y trajes","Cotidianidad, Esclavo, Flauta, Iglesia - templo, Negro - negritud, Telas","Altar, Cielo / paraíso, Edificación / iglesia, Joyas, Manto","Edad: adulto, Escena: simple, Género femenino, Personaje colectivo, Personajes: profanos",Terrestre / ciudad - poblado,Rostro 3/4,Abanico,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,1114x1402,RGB,687.2,86.94,,,,,https://arca.uniandes.edu.co/obras/13261,www.latinamericanart.com/,
23303,Español y mestiza castiza,Buenaventura José Guiol,Óleo sobre tela,1777,"Colección particular (Montevideo), Montevideo, Uruguay","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 02 castiza - mestiza español","Cotidianidad, Esclavo, Familia, Juguetes, Negro - negritud, Oficio / trabajo",Reloj,"Edad: adulto, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: profanos",Terrestre / interior casa-habitación,Rostro 3/4,Juguete / Juego,"Personaje principal: Entregar algo, Personaje secundario: Compuesto: palma frente - Abajo arriba, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,771x876,RGB,140.4,39.07,,,,,https://arca.uniandes.edu.co/obras/23303,Jaime Eguiguren Art & Antiques: https://jaimeeguiguren.com/,
26964,Elihu Yale segundo duque de Devonshire,Anónimo,Óleo sobre tela,1708,"Yale Center for British Art, New Haven, Estados Unidos",,Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Esclavo, Mesa, Paisaje, Retrato simple, Reunión","Árbol, Copa / Cáliz, Edificación / iglesia, Viñedo / vino","Edad: adolescencia-juventud, Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personajes: profanos",Terrestre / interior - paisaje,Rostro 3/4,No,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo tres cuartos,Sin donante,Ninguna,763x670,RGB,155.5,45.31,,,,,https://arca.uniandes.edu.co/obras/26964,"LUGO ORTIZ. Agnes & ROSENTHAL, Angela. Slave Portraiture in the Atlantic World. Cambridge, 2013.",
12743,Familia Washington,Edward Savage,Óleo sobre tela,1789–1796,"National Gallery of Art, Washington, Estados Unidos",Washington,Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Cortinaje, Documento, Esclavo, Familia, Globo Terraqueo, Mapa / plano, Mar, Mesa, Militar, Telas","Columna, Cortinas, Esfera / mundo, Espada, Instrumentos científicos, Niños","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / interior - paisaje,Rostro 3/4,Abanico,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Ninguna,1600x1195,RGB,292.8,68.77,,,,,https://arca.uniandes.edu.co/obras/12743,www.nga.gov/content/ngaweb/Collection,
23264,Cristo negro de Esquipulas,Anónimo,Óleo sobre tela,1700–1799,"Colección particular (Montevideo), Montevideo, Uruguay","Guatemala, Guatemala",Devociones de la pasión,Devoción,"Cristológico, Ciclo Pasión, Viacrucis, Crucifixión, Devociones al crucificado, Otras devociones crucifixión","Alegoría, Ángeles / querubines, Cortinaje, Cuchillo / daga, Paisaje","Copa / Cáliz, Cordero, Cruz / crucifijo","Edad: adulto, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: sagrados, Presencia: animales",Terrestre / paisaje,Rostro 3/4,No,"Personaje principal: No, Personaje secundario: Ploro: condolerse, Otros personajes: Compuesto: mano al pecho - mano abierta",Elevación,Cuerpo entero,Sin donante,Ninguna,708x941,RGB,147.1,54.73,,,,,https://arca.uniandes.edu.co/obras/23264,Jaime Eguiguren Art & Antiques: https://jaimeeguiguren.com/,
26130,De Negro e India nace Lova,Anónimo,Óleo sobre tela,1785–1790,"Palacio de Cultura Citibanamex, Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 12 lobo - india negra mulato",Oficio / trabajo,"Canasta, Vasija","Edad: adulto, Edad: niñez, Escena: simple, Personajes: profanos, Presencia: niños",Terrestre / paisaje,Rostro 3/4,Canasta,"Personaje principal: Entregar algo, Personaje secundario: No, Otros personajes: No",De pie inclinado,Cuerpo entero,Sin donante,Cartela,3084x2376,RGB,1131.5,45.01,,,,,https://arca.uniandes.edu.co/obras/26130,Fotografía Jaime Borja,
1652,De Español y Negro Mulata,Anónimo,Óleo sobre lámina / cobre / zinc,1750,"Museo de América, Madrid, España","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Alacena, Caldero / olla, Cocina, Cubiertos, Jarra, Negro - negritud, Oficio / trabajo, Platos - Vajilla, Sombrero","Frutas / verduras, Puerta, Vasija","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Alimento / pan,"Personaje principal: Entregar algo, Personaje secundario: Palma izquierda abierta abajo: perspicacia, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,727x562,RGB,130.2,46.68,,,,,https://arca.uniandes.edu.co/obras/1652,www.mecd.gob.es/museodeamerica/colección/,
3484,Español y Alvina Negro Torna atrás,Anónimo,Óleo sobre lámina / cobre / zinc,1775,"Museo de América, Madrid, España","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 10 tornatrás - español albina","Abanico, Negro - negritud, Sombrero","Capa, Joyas, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,No,"Personaje principal: Llevar de la mano: cuidar débiles, Personaje secundario: No, Otros personajes: No",Sentado alzando,Cuerpo entero,Sin donante,Inscripción,1869x1410,RGB,582.1,51.1,,,,,https://arca.uniandes.edu.co/obras/3484,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
3584,"De Española y Negro, Mulato",José de Alfaro,Óleo sobre tela,1787,"Colección particular (CdMx), Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Comida, Negro - negritud, Paisaje, Platos - Vajilla, Sombrero","Árbol, Joyas, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / paisaje,Rostro 3/4,Alimento / pan,"Personaje principal: Entregar algo, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,1600x1251,RGB,567.4,52.74,,,,,https://arca.uniandes.edu.co/obras/3584,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
8758,Coroacão de um rei negro nos festejos de reis,Carlos Juliao,Acuarela,1775,"Biblioteca Nacional, Rio de Janeiro, Brasil",Rio de Janeiro,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Celebración, Corona - coronación, Danza, Guitarra, Monarquía - realeza - rey, Pluma, Procesión, Sombrilla, Tambor, Tintero y pluma, Tocado","Báculo, Capa, Capa real o de armiño, Cayado / Bastón, Corona, Instrumentos musicales, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género masculino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre otro,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,2454x1380,RGB,370.4,83.77,,,,,https://arca.uniandes.edu.co/obras/8758,"ARAUJO, Emanoel, et al. O universo mágico do barroco brasileiro. Sa~o Paulo: FIESP/CIESP/IRS, 1998.",Muy mala resolución
8760,Rei e rainha negros na festa de reis,Carlos Juliao,Acuarela,1775,"Biblioteca Nacional, Rio de Janeiro, Brasil",Rio de Janeiro,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Bandera, Celebración, Conmemoración, Costumbres, Monarquía - realeza - rey, Negro - negritud, Pluma, Procesión, Reina, Sombrilla, Tintero y pluma, Tocado","Cetro, Corona, Instrumentos musicales, Niños, Trompeta","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre otro,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1638x1200,RGB,702.7,73.15,,,,,https://arca.uniandes.edu.co/obras/8760,"ARAUJO, Emanoel, et al. O universo mágico do barroco brasileiro. Sa~o Paulo: FIESP/CIESP/IRS, 1998.",Muy mala resolución
12220,Retrato de marinero negro (¿Paul Cuffe?),Anónimo,Óleo sobre tela,1800,"Los Angeles County Museum of Art, Los Angeles, Estados Unidos",Los Angeles,Retrato masculino con exterior,Retrato,"Retrato, Retrato masculino, Europeos y criollos, Laicos, Laico en escenario exterior","Mar, Negro - negritud, Paisaje",Barco,"Edad: adulto, Escena: simple, Género masculino, Personaje individual, Personajes: profanos",Terrestre / paisaje,Frente,No,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Ninguna,2300x2884,RGB,647.5,78.39,,,,,https://arca.uniandes.edu.co/obras/12220,www.collections.lacma.org,
23304,China y negro genizara,Buenaventura José Guiol,Óleo sobre tela,1777,"Colección particular (Montevideo), Montevideo, Uruguay","Ciudad de México, México","Castas,  pintura de",Paisaje,"Temas seculares, Castas, 22 Genizaro - barcino sambaiga","Comida, Cotidianidad, Familia, Oficio / trabajo, Pelea, Platos - Vajilla",Ninguno,"Edad: adulto, Edad: niñez, Escena: simple, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos",Terrestre / interior casa-habitación,Rostro 3/4,Pájaro,"Personaje principal: No, Personaje secundario: Agarra: acción de autoridad, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,774x878,RGB,121.2,46.92,,,,,https://arca.uniandes.edu.co/obras/23304,Jaime Eguiguren Art & Antiques: https://jaimeeguiguren.com/,
3532,"De Alvina i Español sale Negro torna atrás. Alvina 1, Español 2, Negro torna atrás 3",Anónimo,Óleo sobre tela,1700–1799,"Colección particular (CdMx), Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 10 tornatrás - español albina","Cotidianidad, Familia, Naturaleza, Negro - negritud, Paisaje, Sombrero","Agua, Árbol, Flores, Fuente / pila, Jardín, Joyas, Niños, Pájaro / aves","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / paisaje,Rostro 3/4,No,"Personaje principal: No, Personaje secundario: Mano extendida pecho: aseverar, Otros personajes: No",De pie Alzando,Cuerpo entero,Sin donante,Inscripción,1673x1404,RGB,715.5,67.31,,,,,https://arca.uniandes.edu.co/obras/3532,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
11591,Retrato de niña con gato negro,Ammi Phillips,Óleo sobre tela,1814,"Amon Carter Museum of American Art, Forth Worth, Estados Unidos",Forth Worth,Retrato de niños,Retrato,"Retrato, Retrato de niños, Retrato individual infantil, Infantil femenino","Cortinaje, Habitación, Telas","Animales, Cortinas, Gato, Libro, Niños, Silla / trono","Edad: niñez, Escena: simple, Género femenino, Personaje individual, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Gato,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo tres cuartos,Sin donante,Ninguna,1000x1210,RGB,231.5,63.94,,,,,https://arca.uniandes.edu.co/obras/11591,www.google.com/culturalinstitute/,fallback (gato negro)
23587,África,Anónimo,Óleo sobre tela,1800–1825,"Colección particular (Madrid), Madrid, España","Ciudad de México, México","Estaciones, continentes y países",Alegoría/moral,"Alegorías y Emblemas; Alegorías académicas y seculares; Estaciones, continentes y países","África, Naturaleza, Negro - negritud, Paisaje","León, Palmera","Edad: adulto, Escena: simple, Género femenino, Personaje colectivo, Personajes: profanos, Presencia: animales",Terrestre / paisaje,Rostro 3/4,Animal otros,"Personaje principal: Entregar algo, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Ninguna,629x464,RGB,51.8,72.16,,,,,https://arca.uniandes.edu.co/obras/23587,https://www.alcalasubastas.es/es,
5767,Hijo redentor del mundo,Anónimo,Óleo sobre tela,1700–1799,"Colección Gustavo Adolfo Marrupe, Salta, Argentina",Salta,Alegorías de la Virgen y la inmaculada,Alegoría/moral,"Alegorías y Emblemas, Alegorías marianas, Alegorías de la Virgen","África, América, Ángeles / querubines, Asia, Cuatro continentes, Europa, Flechas, Paisaje, Tintero y pluma, Túnica","Aureola de rayos o luz, Cruz / crucifijo, Esfera / mundo, Estrella, Incensario, Manto, Nube, Sangre, Trinidad","Edad: adulto, Escena: compuesta, Género masculino/femenino, Imagen dentro de la imagen, Personaje colectivo, Personajes: sagrados",Escenario simbólico,Rostro 3/4,No,"Personaje principal: Compuesto: mano al pecho - mano abierta; Personaje secundario: Manos/brazos cruzadas pecho; Otros personajes: Brazos a los lados: satisfacer, solicitar, rogar",De pie,Cuerpo medio,Sin donante,Ninguna,658x892,RGB,216.3,49.93,,,,,https://arca.uniandes.edu.co/obras/5767,PESSCA www.colonialart.org,
5776,Virgen alabada,Marcos Zapata,Óleo sobre tela,1755,"Catedral Virgen de la Asunción, Cuzco, Perú",Cuzco,Alegorías de la Virgen y la inmaculada,Alegoría/moral,"Alegorías y Emblemas, Alegorías marianas, Alegorías de la Virgen","África, Alegoría, América, Asia, Cuatro continentes, Europa","Anagrama, Caballo, Carro de triunfo, Cayado / Bastón, Cetro, Corona, Esfera / mundo, Halo de luz, Incensario, Instrumentos musicales, Manto, Niños, Nube, Ofrenda","Edad: adulto, Escena: compuesta, Género femenino, Género masculino, Personaje colectivo, Personajes: sagrados, Presencia: animales",Escenario simbólico,Rostro 3/4,Cetro,"Personaje principal: No; Personaje secundario: Soster cabeza con palma: melancolía; Otros personajes: Mano abierta sobre corazón: afirmar testimonio, jura",De pie,Cuerpo entero,Sin donante,Varios iconotextos,825x996,RGB,250.2,71.17,,,,,https://arca.uniandes.edu.co/obras/5776,PESSCA www.colonialart.org,
15460,Poder del Rosario,Manuel de Samaniego,Óleo sobre tela,1780–1820,"Convento dominico santa Catalina de Siena, Quito, Ecuador",Quito,Alegorías de la Virgen y la inmaculada,Alegoría/moral,"Alegorías y Emblemas, Alegorías marianas, Alegorías de la Virgen","África, América, Ángeles / querubines, Asia, Cuatro continentes, Dominicos, Europa, Ojos vendados, Tintero y pluma","Aureola, Aureola de rayos o luz, Azucenas, Cetro, Cielo / paraíso, Corazón, Corazón flameante, Corona, Corona de espinas, Cruz / crucifijo, Demonio, Esfera / mundo, Estigma, Flores, Fuego, Herida / llaga, Incensario, Libro, Luna, Manto, Manzana, Nube, Ofrenda, Pájaro / aves, Paloma, Rosario, Serpiente, Trigo, Trinidad","Edad: adulto, Edad: anciano, Escena: compuesta, Género femenino, Género masculino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: sagrados y profanos",Celeste / terrestre,Rostro 3/4,Cruz,"Personaje principal: Mano abajo indica: señalar; Personaje secundario: Mano abierta sobre corazón: afirmar testimonio, jura; Otros personajes: Palma arriba extendida: no posee nada",De pie,Cuerpo entero,Sin donante,Ninguna,600x923,RGB,120.4,62,,,,,https://arca.uniandes.edu.co/obras/15460,PESSCA www.colonialart.org,
15613,Mujer Africana,Albert Eckout,Óleo sobre tela,1630–1655,"Museo Nacional de Dinamarca, Copenhague, Dinamarca","Salvador de Bahía, Brasil",Escenas cotidianas rurales e indígenas,Historia,"Temas seculares, Escenas cotidiana, Cotidianas rurales e indígenas","Comida, Mar, Negro - negritud","Barco, Flores, Frutas / verduras, Pájaro / aves, Palmera","Edad: adulto, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: profanos",Terrestre / paisaje,Frente,Fruta,"Personaje principal: Acariciar cabeza: humor, afecto; Personaje secundario: No; Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,673x1024,RGB,190.1,81.25,,,,,https://arca.uniandes.edu.co/obras/15613,www.commons.wikimedia.org/wiki/.,
26970,Hombre africano,Albert Eckout,Óleo sobre tela,1641,"Museo Nacional de Dinamarca, Copenhague, Dinamarca","Recife, Brasil",Hombres Indígenas,Retrato,"Historia, Historia de los indígenas, Costumbres","Desnudo, Lanza, Naturaleza, Paisaje","Descalzo, Palmera","Edad: adulto, Género masculino, Género masculino/femenino, Personaje: desnudo parcial / total, Personaje individual, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Lanza / Albarda,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,800x1327,RGB,422.4,68.85,,,,,https://arca.uniandes.edu.co/obras/26970,Wikimedia,
5799,Espejo de virtudes y los cuatro continentes,Anónimo,Óleo sobre tela,1700–1799,"Museo de Arte de Lima, MALI, Lima, Perú",Lima,Zodiaco,Alegoría/moral,"Alegorías y Emblemas, Alegorías cristológicas, Zodiaco","África, América, Ángeles / querubines, Asia, Astrología / zodiaco, Europa, Vaca","Águila, Animales, Cordero, Esfera / mundo, Espejo, León, Luna, Paloma, Rayo / trueno, Rompimiento de gloria, Sol, Trinidad, Vicios y virtudes","Edad: adulto, Escena: compuesta, Personaje colectivo, Personajes: sagrados y profanos, Presencia: animales",Escenario simbólico,Rostro 3/4,No,"Personaje principal: Protegerse con brazo:; Personaje secundario: Dos manos al frente: rechazo, odio; Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,753x1044,RGB,192.1,74.74,,,,,https://arca.uniandes.edu.co/obras/5799,PESSCA www.colonialart.org,
3664,América representada por una india en una alegoría mariana,Anónimo,Óleo sobre tela,1700–1799,"Iglesia santa María de la Asunción Tepapayeca, Izúcar de Matamoros, México",Izúcar de Matamoros,"Estaciones, continentes y países",Alegoría/moral,"Alegorías y Emblemas; Alegorías académicas y seculares; Estaciones, continentes y países","África, América, Ángeles / querubines, Asia, Camello, Cuatro continentes, Europa, Partitura, Tintero y pluma","Anagrama, Caballo, Cayado / Bastón, Cetro, Corona, Cruz / crucifijo, Elefante, Esfera / mundo, Halo de luz, Instrumentos musicales, Libro, Manto, Nube, Pájaro / aves, Paloma, Trinidad","Edad: adulto, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos",Celeste / terrestre,Frente,Libro,"Personaje principal: No; Personaje secundario: Compuesto: dos abiertas al frente; Otros personajes: Mano abierta sobre corazón: afirmar testimonio, jura",Sentado,Cuerpo entero,Sin donante,Cinta,2701x2915,RGB,2002.2,45.94,,,,,https://arca.uniandes.edu.co/obras/3664,"VARGAS LUGO, Elisa. Imágenes de los naturales en el arte de la Nueva España. Siglos XVI al XVIII. México: Fomento Cultural Banamex, 2005.",
8548,Sibila Tiburtina,Anónimo,Óleo sobre tela,1700–1799,"Iglesia san Pedro González Telmo, Buenos Aires, Argentina",Buenos Aires,Sibilas,Alegoría/moral,"Alegorías y Emblemas, Alegorías cristológicas, Sibilas","Arco o marco de flores, Imagen en la imagen, Medallas e insignias, Turbante","Corona de flores, Joyas","Edad: adulto, Escena: simple, Género masculino/femenino, Personaje individual, Personajes: profanos",Escenario simbólico,Frente,Cartel,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Varios iconotextos,2256x3003,RGB,1667.2,62.64,,,,,https://arca.uniandes.edu.co/obras/8548,"Academia Nacional de Bellas Artes. Historia general del arte en la Argentina, tomos I y II. Buenos Aires: Academia Nacional de Bellas Artes, 1982-2013.",
19681,Alegoría dominica de la fe,Manuel de Samaniego,Óleo sobre tela,1800,"Convento dominico santa Catalina de Siena, Quito, Ecuador",Quito,Alegorías a la Iglesia y vida cristiana,Alegoría/moral,"Alegorías y Emblemas, Alegorías a la Iglesia y la vida cristiana, Alegorías órdenes y vida religiosa","África, América, Ángeles / querubines, Asia, Cojín, Cuatro continentes, Dominicos, Europa, Hábito, Monjas, Monjes, Negro - negritud, Ojos vendados, Turbante","Aureola, Azucenas, Capa real o de armiño, Corona, Corona de espinas, Cruz / crucifijo, Dragón, Esfera / mundo, Libro, Nube, Paloma, Rayo / trueno, Sangre, Triángulo equilátero, Trinidad","Edad: adulto, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos, Presencia: animales, Presencia: niños",Escenario simbólico,Rostro 3/4,Rosario,"Personaje principal: Mano abierta, girada: proferir razones; Personaje secundario: Mano abierta sobre corazón: afirmar testimonio, jura; Otros personajes: Manos/brazos cruzadas pecho",Sentado,Cuerpo entero,Sin donante,Ninguna,2073x3257,RGB,1860,67.89,,,,,https://arca.uniandes.edu.co/obras/19681,"STRATTON-PRUITT, Suzanne. El arte de la pintura en quito colonial. Saint Joseph´s University Press. Filadelfia, 2011.",
865,Cuatro continentes rever,Juan Correa,Óleo sobre tela,1669–1716,"Banco Nacional México, Ciudad de México, México",Ciudad de México,Biombos alegóricos y simbólicos,Alegoría/moral,"Temas seculares, Biombos, Biombos alegóricos y simbólicos","Alegoría, Camello, Familia, Monarquía - realeza - rey, Naturaleza, Paisaje, Sombrero, Sombrilla, Tintero y pluma","Animales, Árbol, Caballo, Cayado / Bastón, Corona, Elefante, Flores, Frutas / verduras, Niños","Edad: adulto, Edad: niñez, Escena: compuesta, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: Llevar de la mano: cuidar débiles, Personaje secundario: Múltiples gestos, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,3612x1556,RGB,1713.3,50.62,,,,,https://arca.uniandes.edu.co/obras/865,"PAZ, Octavio. México: esplendores de treinta siglos. New York: Metropolitan Museum of art – Amigos de las Artes de Mexico, 1991.",
21018,Pedro Claver,Anónimo,Óleo sobre tela,1700–1799,"Iglesia santuario san Pedro Claver, Cartagena, Colombia",Cartagena,Historia de venerables,Retrato,"Santos, Venerables y beatos, Historia de venerables","Evangelización, Negro - negritud",Cruz / crucifijo,"Edad: adulto, Edad: niñez, Escena: simple, Género masculino, Personaje colectivo, Personajes: sagrados y profanos, Presencia: niños",Celeste / terrestre,Rostro 3/4,Cruz,"Personaje principal: Golpe de pecho: dolor, contriccion, vergüenza; Personaje secundario: Oro: pedir misericordia; Otros personajes: No",De pie,Cuerpo medio,Sin donante,Filacteria,2394x3588,RGB,1802.3,53.78,,,,,https://arca.uniandes.edu.co/obras/21018,Fotografía Jaime Borja,
8756,Vestimenta de escravas pedintes na Festa do Rosario,Carlos Juliao,Acuarela,1760–1811,"Biblioteca Nacional, Rio de Janeiro, Brasil",Rio de Janeiro,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Celebración, Costumbres, Esclavo, Negro - negritud, Pipa / cigarrillo, Pluma, Sombrero, Tintero y pluma","Cayado / Bastón, Descalzo, Manto","Edad: adolescencia-juventud, Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,3204x2226,RGB,938.2,91.58,,,,,https://arca.uniandes.edu.co/obras/8756,"ARAUJO, Emanoel, et al. O universo mágico do barroco brasileiro. Sa~o Paulo: FIESP/CIESP/IRS, 1998.",
8759,Cortejo da rainha negra na festa de reis,Carlos Juliao,Acuarela,1775,"Biblioteca Nacional, Rio de Janeiro, Brasil",Rio de Janeiro,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Abanico, Celebración, Conmemoración, Danza, Flauta, Negro - negritud, Procesión, Reina, Sombrilla, Tambor, Tocado","Cayado / Bastón, Flores, Instrumentos musicales, Niños","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre otro,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,2082x1182,RGB,367.6,72.05,,,,,https://arca.uniandes.edu.co/obras/8759,"ARAUJO, Emanoel, et al. O universo mágico do barroco brasileiro. Sa~o Paulo: FIESP/CIESP/IRS, 1998.",
15878,Vida de Santo Domingo,Cabrera,Óleo sobre tela,1836,"Museo Histórico Dominico, Santiago, Chile",Santiago,"Domingo de Guzmán, santo",Vida,"Santos, Santos Masculinos, Fundadores, Domingo, Domingo escena de vida","Celebración, Dominicos, Esclavo, Negro - negritud, Visita - encuentro","Libro, Vela / cirio","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos",Terrestre / interior templo,Perfil,Cáliz / objeto sagrado,"Personaje principal: Oro: pedir misericordia, Personaje secundario: Entregar algo, Otros personajes: No",Arrodillado,Cuerpo entero,Sin donante,Cartela,708x588,RGB,106,60.45,,,,,https://arca.uniandes.edu.co/obras/15878,http://www.cdbp.patrimoniocultural.gob.cl/652/articles-26008_archivo_01.pdf,
